Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall
,Academic Accelerator 2 - Bachelor of Science - Business - Business Administration - Human Resources,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Business - Business Administration - Human Resources,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Business - Business Administration - Information Systems,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Business - Business Administration - Information Systems,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Business - Business Administration - Information Systems,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Business - Business Administration - Supply Chain Management,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Business - Business Administration - Supply Chain Management,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Business - Business Administration - Supply Chain Management,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Chemical Engineering,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Chemical Engineering,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Chemical Engineering,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Chemistry,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Chemistry,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Chemistry,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Chemistry,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Chemistry,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Chemistry,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Civil Engineering,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Civil Engineering,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Civil Engineering,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Classical Antiquity,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Classical Antiquity,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Classical Antiquity,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of General Studies - Classical Antiquity,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of General Studies - Classical Antiquity,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of General Studies - Classical Antiquity,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Classical Languages,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Classical Languages,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Classical Languages,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of General Studies - Classical Languages,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of General Studies - Classical Languages,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of General Studies - Classical Languages,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Clinical Laboratory Science,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Clinical Laboratory Science,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Clinical Laboratory Science,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Communication Studies,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Communication Studies,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Communication Studies,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of General Studies - Communication Studies,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of General Studies - Communication Studies,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of General Studies - Communication Studies,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Community Health,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Community Health,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Community Health,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Computer Engineering,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Computer Engineering,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Computer Engineering,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Computer Science,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Computer Science,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Computer Science,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Dance,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Dance,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Dance,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Fine Arts - Dance,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Fine Arts - Dance,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Fine Arts - Dance,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Fine Arts - Design - Illustration and Animation,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Fine Arts - Design - Illustration and Animation,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Fine Arts - Design - Illustration and Animation,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Fine Arts - Design - Industrial Design,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Fine Arts - Design - Industrial Design,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Fine Arts - Design - Industrial Design,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Fine Arts - Design - Photography,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Fine Arts - Design - Photography,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Fine Arts - Design - Photography,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Fine Arts - Design - Visual Communication Design,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Fine Arts - Design - Visual Communication Design,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Fine Arts - Design - Visual Communication Design,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Education - Unified Early Childhood Teacher Education,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Education - Unified Early Childhood Teacher Education,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Education - Unified Early Childhood Teacher Education,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - East Asian Languages and Cultures,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - East Asian Languages and Cultures,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - East Asian Languages and Cultures,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Arts - Economics,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Arts - Economics,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Arts - Economics,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of General Studies - Economics,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of General Studies - Economics,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of General Studies - Economics,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Economics,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Economics,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Economics,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Electrical Engineering,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Electrical Engineering,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Electrical Engineering,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Education - Elementary Teacher Education,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Education - Elementary Teacher Education,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Education - Elementary Teacher Education,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Engineering Physics - Electromechanical Control Systems,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Engineering Physics - Electromechanical Control Systems,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
,Academic Accelerator 3 - Bachelor of Science - Engineering Physics - Electromechanical Control Systems,"40,916.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,13,13,13,13,5,5,5,,889,,60,5.5
,Integrated Accelerator - Bachelor of Science - Engineering Physics,"30,727.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,18,18,18,18,6,6,6,,889,,79,6.5
,Academic Accelerator 2 - Bachelor of Science - Engineering Physics,"31,605.00",0,"Start: Jun 2020, Aug 2020",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,16,16,16,16,5.5,5.5,5.5,,889,,71,6
