Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree
,Master of Science - Global Technology and Development,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Arts - History - East Asia/Southeast Asia,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - History - Europe,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - History - Global History,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - History - North America,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - History - Public History,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Industrial Design,"Tuition: US$ 25,406.00",US$ 0.00,Start: May 2020May 2021,
,Master of Industrial Design - Advanced Standing,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Interior Architecture,"Tuition: US$ 25,406.00",US$ 0.00,Start: May 2020May 2021,
,Master of Interior Architecture - Advanced Standing,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Justice Studies - Citizenship, Migration, and Human Rights","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Justice Studies - Globalization, Sustainability, and Economic Justice","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Justice Studies - Law, Policy, and Social Change","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,"Master of Science - Justice Studies - Media, Technology and Culture","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Justice Studies - Social Identities and Communities,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Landscape Architecture - Pathway,"Tuition: US$ 25,406.00",US$ 0.00,Start: May 2020May 2021,
,Master of Landscape Architecture - Advanced Standing + Pathway,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Jan 2021,
,Master of Landscape Architecture,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Learning Sciences,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Liberal Studies - Film and Media Studies,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,"Master of Liberal Studies - Borders: Migration, Health and Cultural Identity","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,"Master of Liberal Studies - Gender, Religion and Culture","Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Liberal Studies - Science - Society and Creative Non-Fiction Writing,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Arts - Linguistics and Applied Linguistics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Applied Study - Marriage and Family Therapy,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Materials Science and Engineering - Applied NanoBioscience,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Materials Science and Engineering - Computational Modeling,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Materials Science and Engineering - Electronic Materials,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Materials Science and Engineering - Energy,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Materials Science and Engineering - Flexible Display,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Materials Science and Engineering - Microscopy - TEM and Scanning Probes,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Materials Science and Engineering - Nanoelectronics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Materials Science and Engineering - Nanomechanics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Materials Science and Engineering - Organic/Inorganic Semiconductor Materials,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Materials Science and Engineering - Photonics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Arts - Mathematics - Analysis,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Mathematics - Chaos/Linear Dynamics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Mathematics - Computational Math,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Mathematics - Control/Systems Theory,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Mathematics - Differential Equations/Math Bio,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Mathematics - Discrete Mathematics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Mathematics - Math Education,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Mathematics - Number Theory/Algebra,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Mathematics - Statistics/Probability,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Mathematics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Mechanical Engineering - Aerodynamics and Flow Control,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - CAD/CAM/Design Computing,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - Computational Modeling,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - Energy/Environmental Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - Fluid Mechanics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - Heat Transfer,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - Manufacturing Engineering,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - Mechatronics/Robotics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - NanoTechnology/MEMS,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - Propulsion/Combustion,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - Solid Mechanics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - Space Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - Structures and Vibrations,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Mechanical Engineering - System Dynamics and Control,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Microbiology - Animal Behaviour and Sociobiology,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Microbiology - Bioenergy,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Microbiology - Biogeochemistry,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Science - Microbiology - Ecology, Conservation and Environmental Sciences","Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Microbiology - Evolution and Biodiversity,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Science - Microbiology - Genetics, Cellular and Developmental Biology","Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Microbiology - History and Philosophy of Science,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Microbiology - Microbes,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Microbiology - Neurobiology and Physiology,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Molecular and Cellular Biology - Animal Behaviour and Sociobiology,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Molecular and Cellular Biology - Bioenergy,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Molecular and Cellular Biology - Biogeochemistry,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Science - Molecular and Cellular Biology - Ecology, Conservation and Environmental Sciences","Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Molecular and Cellular Biology - Evolution and Biodiversity,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Science - Molecular and Cellular Biology - Genetics, Cellular and Developmental Biology","Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Molecular and Cellular Biology - History and Philosophy of Science,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Molecular and Cellular Biology - Microbes,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Molecular and Cellular Biology - Neurobiology and Physiology,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Museum Studies - Anthropology,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Museum Studies - Art History,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Museum Studies - Public History,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Music - Ethnomusicology,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Music - Musicology,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Music - Music Therapy - Advanced Standing,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Music - Music Therapy,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Professional Science Master's - Nanoscience - Nano-Materials and Nanoscale Devices,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Professional Science Master's - Nanoscience - Biophysics and Biomedical Technology,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Professional Science Master's - Nanoscience - Biochemistry and Sensing Technology,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Natural Science - Geological Sciences,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Music - Performance - Collaborative Piano,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Music - Performance - Conducting - Orchestra,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Music - Performance - Conducting - Wind Band,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Music - Performance - Music Theatre/Opera Performance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Music - Performance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Plant Biology and Conservation - Animal Behaviour and Sociobiology,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Plant Biology and Conservation - Bioenergy,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Plant Biology and Conservation - Biogeochemistry,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Science - Plant Biology and Conservation - Ecology, Conservation and Environmental Sciences","Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Plant Biology and Conservation - Evolution and Biodiversity,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Science - Plant Biology and Conservation - Genetics, Cellular and Developmental Biology","Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Plant Biology and Conservation - History and Philosophy of Science,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Plant Biology and Conservation - Microbes,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Plant Biology and Conservation - Neurobiology and Physiology,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Political Science - American Politics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Political Science - Comparative Politics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Political Science - International Relations,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Political Science - Political Theory,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Real Estate Development,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Buddhism,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Christianity,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Nationalism and Ethnicity,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Popular Religion,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Religion,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Religion and Gender,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Religion and Modernity,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Religion and Science,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Rutual Studies,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Hinduism,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Islam,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Judaism,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Modern Western Religious Thought,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Religions in East Asia,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Religions in Southeast Asia,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Religious Studies - Religions in the Americas,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science and Technology Policy,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Social and Cultural Pedagogy,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Master of Arts - Spanish - Linguistics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Arts - Spanish - Literature and Cultural Studies,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Science - Statistics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Sustainability - Behavioural Change and Education,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Sustainability - Climate Change,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Sustainability - Ecosystem Services,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Sustainability - Energy and Material Use,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Sustainability - Food Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Sustainability - Institutions and Social Change,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Sustainability - International Development,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Sustainability - Land Use Change,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Sustainability - Policy and Governance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Sustainability - Urban Processes and Planning,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Arts - Sustainability - Vulnerability, Adaptation, and Resilience","Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Sustainability - Water,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Sustainability - Behavioural Change and Education,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Sustainability - Climate Change,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Sustainability - Ecosystem Services,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Sustainability - Energy and Material Use,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Sustainability - Food Systems,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Sustainability - Institutions and Social Change,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Sustainability - International Development,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Sustainability - Land Use Change,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Sustainability - Policy and Governance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Sustainability - Urban Processes and Planning,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Science - Sustainability - Vulnerability, Adaptation, and Resilience","Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Science - Sustainability - Water,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Executive Master of Sustainability Leadership,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Jan 2021,
,Master of Sustainability Solutions - Communication,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Sustainability Solutions - Entrepreneurship,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Sustainability Solutions - International Development,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Sustainability Solutions - Law,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Sustainability Solutions - Nonprofit Organization,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Sustainability Solutions - Policy and Administration,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Sustainability Solutions - Technology and Society,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Taxation,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Teaching English to Speakers of Other Languages,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Theatre - Dramatic Writing,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Theatre - Interdisciplinary Digital Media,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Theatre,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Theatre - Theatre for Youth,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Urban Design,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Urban and Environmental Planning - City Building and Urban Structure,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Urban and Environmental Planning - Environmental and Resiliency Planning,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,"Master of Urban and Environmental Planning - Housing, Neighborhoods and Community Development","Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Urban and Environmental Planning - Spatial Analytics and Smart Cities,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Urban and Environmental Planning - Transportation Planning and Policy,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Visual Communication Design - Advanced Standing,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Visual Communication Design,"Tuition: US$ 25,406.00",US$ 0.00,Start: May 2020May 2021,
,Master of Business Administration - Undecided,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Business Administration - Business Analytics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Business Administration - Consulting,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Business Administration - Entrepreneurship,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Business Administration - Finance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Business Administration - Information Management,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Business Administration - Marketing,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Business Administration - Supply Chain Management,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Arts - Women and Gender Studies,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Architecture - Advanced Standing & Master of Business Administration,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Architecture & Master of Business Administration,"Tuition: US$ 25,406.00",US$ 0.00,Start: May 2020May 2021,
,Dual Degree - Master of Sustainability Solutions & Master of Mass Communication - Journalism - Broadcasting,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions & Master of Mass Communication - Journalism - Business Journalism,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions & Master of Mass Communication - Journalism - Digital/Online/Print Reporting,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions & Master of Mass Communication - Journalism - International Reporting,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions & Master of Mass Communication - Journalism,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions & Master of Mass Communication - Journalism - Political Reporting,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions & Master of Mass Communication - Journalism - Radio,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions & Master of Mass Communication - Journalism - Sports,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions - Sustainability - Communication & Master of Mass Communication,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions - Sustainability - Entrepreneurship & Master of Mass Communication,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions - Sustainability - International Development & Master of Mass Communication,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions - Sustainability - Law & Master of Mass Communication,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions - Sustainability - Nonprofit Organization & Master of Mass Communication,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions - Sustainability - Policy and Administration & Master of Mass Communication,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions - Sustainability - Technology and Society & Master of Mass Communication,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions - Sustainability & Master of Mass Communication,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Sustainability Solutions & Master of Urban and Environmental Planning,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
